NberID|Text
w7815|Much of the empirical and theoretical work on agency issues concerns the tradeoff of risk and incentives. From this perspective, the cost of offering a pay-for-performance contract to a (risk averse) employee is that it imposes risk on his compensation, which causes higher wage costs. Consequently, when choosing higher performance pay, firms trade off the benefits of more effort against higher wage costs. The risk imposed on workers is increasing in the uncertainty of the environment so that the standard test of the tradeoff is to show that incentive pay is lower in more uncertain environments. Unfortunately, empirical research has not shown a convincing relationship between pay-for-performance and observed measures of uncertainty.
w5898|There is still much that we do not know about the effects of trade liberalization on environmental quality. Grossman and Krueger (1993) have argued that NAFTA may reduce pollution in part because it will raise incomes in Mexico and thereby create a demand for better enforcement of pollution regulations. On the other hand, there is some evidence that low-income countries with relatively weak pollution regulations are developing a comparative advantage in pollution-intensive industries (Low and Yeats, 1992). In general, we would expect that trade liberalization may sometimes benefit the environment and sometimes harm it.
w9076|Much recent theoretical work in international trade is based on increasing returns to scale of some kind. This includes models of intra-industry trade (Krugman, 1979, 1981; Helpman, 1981), multinational firms (Helpman, 1984; Markusen, 1984), and economic geography (Krugman, 1991; Venables, 1996). These efforts have produced compelling explanations for why similar countries may gain from trade, why most foreign direct investment tends to flow between rich countries, and why manufacturing activity tends to agglomerate spatially within countries. For purposes of empirical work, however, trade theories based on increasing returns present a problem.
w3477|Competition in the global economy has two faces: whereas US multinationals must vie with foreign firms in worldwide markets, Ihey often benefit from their ability to invest in foreign locations. Eager for the revenue and employment that American firms can provide, many foreign governments actively try to lure US business to their shores. In response, American firms now locate a significant and growing part of their foreign operations in tax havens, a group of countries with unusually low tax rates that has been extremely successful at attracting US business. From the standpoint of US tax policy, the widespread use of tax havens threatens the long-run sustainability of the US domestic tax base, since US multinational corporations may be able to shift some of their domestic income to low-tax offshore jurisdictions. At the same time, tax haven profits represent the richest possible foreign source of US tax revenue, since they generate few foreign tax credits to offset US tax due upon repatriation.
w3660|The ability of economic agents to communicate contributes 10 the efficiency of many economic activities and transactions. Production and distribution activities that involve teamwork, supervision, and the interpretation of written or verbal instructions require that workers communicate in a common language. In addition, the fact that language and culture are often intertwined suggests that economic agents may derive utility from communicating in a particular language, independent of the value of that language in the production and distribution of goods and services. The recognition of language as an economic variable was initiated in the seminal articles of Marschak (1965), Hocevar (1974), and Breton and Mieszkowski (1977) and furthered by the contributions of Vaillancourt (1980), Grenier (19:82), and Robinson (1988) . In the past few years, most of the research done on economic aspects of language has had an empirical orientation. Much effort has been devoted to testing the notion that the language abilities individuals possess are a genuine component of their overall human capital.
w8782|Inertia is often a difficult phenomenon for empiricists to measure. Observing the same behavior as in the past can simply be due to the fact that the same behavior that was optimal in the past continues to be optimal in the future. Thus, to test a theory of inertia, it is important to identify a situation in which the empiricist can measure the underlying causes that should cause an optimizer to change course. Capital structure, that is a firm's choice of financing between debt and equity, is a good candidate for testing inertia.
t0301|In this paper, we study the identification and estimation of static, discrete games of complete information. These games generalize standard discrete choice models to allow utility to also depend on the actions of other players. Examples of discrete games studied in the literature include Vuong and Bjorn (1984), Bres- nahan and Reiss (1990,1991), Berry (1992), Seim (2001), Ackerberg and Gowrisankaran (2002), Mazzeo (2002), Tamer (2002), Ciliberto and Tamer (2003), Aguirregabiria and Mira (2002), Berry, Ostrovsky and Pakes (2003), Pesendorfer and Schmidt-Dengler (2003), Manuszak and Cohen (2004), Sweeting (2004) and Bajari and Krainer (2004).
w9023|The presence of a per unit transactions cost lowers the relative price of high quality goods. This point was originally made by Alchian and Allen, and was described by them more colorfully as "shipping the good apples out". That is, international transportation costs lead firms to ship high quality goods abroad while holding lower quality goods for domestic consumption. Despite considerable theoretical attention, this classical proposition has not previously been examined empirically. This paper tests the Alchian Allen conjecture using a model of trade in quality differentiated goods, and extensive data on traded goods' prices, quantities and shipping costs. We begin by modeling consumer demands for traded goods of varying quality in the presence of shipping costs. In its traditional form, the Alchian Allen hypothesis concerns the relative quality of goods shipped internationally versus domestically.
w17976|A salient feature of globalization in recent decades is the emergence of "global supply chains" in which different countries specialize in different stages of a sequential production process. In Arnaud Costinot, Jonathan Vogel and Su Wang (2011), CVW hereafter, we have developed a simple theory of trade with sequential production to shed light on how global supply chains affect the interdependence of nations. The goal of this paper is to develop a multi-factor extension of CVW to explore how the emergence of global supply chains may affect wage inequality within countries.
w0675|Most labor agreements specify the relationship between total level of employment, but leave the latter d \ latter under the firm's control. Such a provision for contract goverâaâce may be necessary because inflation about the value nf fâffiÂ» the flrm s short_rââ production ^ noÂ£ easiiy and verified by labor ti,^ goal f . ff S S6tS - ^ conflict between the Â°f risk-haring and productive efficiency In thl S paper we attempt to analv7P the solution to this problem by lookin* at , y -Looking at some properties of the labor contracts that are optimal âffioptimal ln a model where the firm will choose the employment level after vei aiter it ascertains some relevant random parameters. - results can be roughly characters as follows, subject of course - assumptions âhose innocence and plausibility â wlll ^ Â« There is more employment fluctuation under the optimal contract Â«.Â» Â»ould be Observed if employment âere chosen to maXimi2e profits â Â«Â»>Â« to the constraint that âorder's utility be held constant in all situations. There -iÂ« 1S less lncome fluctuation.
w9967|Modern economies experience substantial fluctuations in aggregate output and employment. In recessions, employment falls and unemployment rises. In the years immediately after a recession, the labor market is slack—unemployment remains high and the vacancy rate and other measures of employer recruiting effort are abnormally low. Unemployment is determined by the rate at which workers lose jobs and the rate at which the unemployed find jobs. I develop a model of fluctuations embodying both matching and wage frictions. The incorporation of a wage friction makes employment realistically sensitive to driving forces. My characterization of the wage friction is rather different from earlier ideas of wage rigidity and more closely integrated with the matching process.
w4041|This paper models tax competition when voters choose whether or not to reelect officials based on their performance while in office. We focus on the idea that rational voters may use neighboring jurisdictions to evaluate the performance of their incumbents. We provide both a theoretical framework to illustrate this and an empirical analysis that uses data from US states for the period 1960 --- 1989. Our starting point is a world with asymmetric information between voters and politicians --- the latter are assumed to know more about the cost of providing public services than the former. Politicians also differ in their type. Good ones do no rent seeking, whereas bad ones finance their whims at taxpayers' expense. The problem for voters is to distinguish between the two. Consonant with the large literature on multi-agent incentive schemes (see, for example, Holmstrom (1982)), we show that it makes sense for voters to appraise their incumbents relative performance. Thus if states face correlated shocks affecting the costs of providing public services, then the information gleaned from another jurisdiction's taxes is valuable for their own jurisdictions.
w9601|This paper argues that campaign finance policy, in the form of contribution limits and matching public financing, can be Pareto improving even under the most optimistic assumptions concerning the role of campaign advertising and the rationality of voters. The argument assumes that candidates use campaign contributions to convey truthful information to voters about their qualifications for office and voters update their beliefs rationally on the basis of the information they have seen. It also assumes that campaign contributions are provided by interest groups and that candidates can offer to provide policy favors for their interest groups to attract higher contributions. The argument is developed in a simple model of electoral competition.
w13833|In most countries, economic activity is spatially concentrated. While some of this concentration is explained by the presence of natural advantages that constrain specific productions to specific locations, Ellison and Glaeser (1999) and others argue that natural advantages alone cannot account for the observed degree of agglomeration. Spatial concentration is particularly remarkable for industries that produce nationally traded goods, because the areas where economic activity is concentrated are typically characterized by high costs of labor and land. Since at least Marshall (1890), economists have speculated that this concentration of economic activity may be explained by cost or productivity advantages enjoyed by firms when they locate near other firms. The list of potential sources of these agglomerations advantages includes: cheaper and faster supply of intermediate goods and services; proximity to workers or consumers; better quality of the worker-firm match in thicker labor markets; lower risk of unemployment for workers and lower risk of unfilled vacancies for firms following idiosyncratic shocks; and knowledge spillovers.1 The possibility of documenting that productivity advantages through agglomeration are real is tantalizing, because it could provide insights into a series of important questions. Why are firms that produce nationally traded goods willing to locate in cities like New York, San Francisco or London, characterized by extraordinary production costs? In general, why do cities exist and what explains their historical development? Why do income differences persist across regions and countries? Beside its obvious interest for urban and growth economists, the existence of agglomeration spillovers has tremendous practical relevance. Increasingly, local governments compete by offering substantial subsidies to industrial plants to locate within their jurisdictions. The main economic rationale for these incentives depends on whether the attraction of new businesses generates some form of agglomeration externalities. In the absence of positive externalities, it is difficult to justify the use of taxpayer money for subsidies based on efficiency grounds. The optimal magnitude of these incentives depends on the magnitude of agglomerations spillovers, if they exist.2 Despite their enormous theoretical and practical relevance, the existence and exact magnitude of agglomeration spillovers are considered open questions by many. To date, there are two primary approaches for testing for spillovers. The first tests for an unequal distribution of firms across the country. These 'dartboard' style tests reveal that firms are spread unevenly across the country and that coagglomeration rates are higher between industries that are economically similar (Ellison, Glaeser and Kerr, 2007). This approach is based on equilibrium location decisions and does not provide a direct measure of spillovers.
w4269|Multinational enterprises (MNEs) are a substantial and imperfectly understood part of the landscape of international trade. Alan Rugman (1988) estimates that the largest 500 multinationals control over one-half of global trade flows, and one-fifth of global GDP. For countries such as the US, which have a well-developed network of overseas affiliates, affiliate sales tend to swamp export flows. DeAnne Julius (1990) estimates that in markets such as Brazil and the EC, local sales by US-owned affiliates are five times the level of imports from the US. It is also striking that a large and growing share of foreign direct investment involves industrialized nations as both the source and destination markets, rather than flowing from North to South. Between 1961 and 1988, over half of all direct investment outflows generated by G-5 countries were absorbed by other G-5 countries; this share had risen to nearly 70 percent by 1988 (Julius (1990)).
w13964|The usual rationale for deterrence is closely related to the rationale behind grim trigger pun­ishment in a repeated prisoners' dilemma. Imagine two neighboring groups that repeatedly decide whether to be peaceful or to launch a surprise attack on the other. A peaceful equi­librium can only be sustained if the short run gains from a surprise attack are balanced by the long run costs of triggering conflict. The logic of deterrence is that as groups accumulate weapons, the cost of conflict increases thereby improving incentives for peaceful behavior.
w17411|In most models of democratic politics, politicians compete for votes. How politicians persuade voters to vote for them not only underpins our theories of democracy, but is central for understanding why politicians target goods towards particular groups of voters. The literature on redistributive politics has suggested several groups politicians might want to target, such as voters who are ideologically unattached, better organized, or more informed.1 These predictions, however, often arise in models in which politicians can commit to future policies or compete based on a restricted set of standard policies.2 Yet it is common around much of the world for politicians to offer goods to specific individuals before an election in exchange for their votes.3 There are at least two features that differentiate vote-buying from standard forms of re-distribution.4 First, it is not an official policy to be judged at the polls, but rather a targeted attempt to weaken electoral discipline. Thus, vote-buying could potentially undermine the desired effects of democratic constitutional arrangements.
w0905|Recent developments in U..S. monetary and fiscal affairs have led to a renewal of interest in issues reminiscent of the "Monetarist vs. Keynesian" debates of previous decades. In particular, the Council of Economic Advisers' 1982 forecast of a long string of unusually large federal budget deficits, together with the Federal Reserve's repeated avowals to keep monetary growth rates low, has conferred intense practical interest upon the question of whether bond-financed deficits have significant impact on aggregate demand and, thereby, on price level andffor output magnitudes.
w2015|Bad economic times are typically associated with a high incidence of financial distress, as measured in increased defaults, bankruptcies, and business failures, and in the general deterioration of firm balance sheets. One might argue that these financial problems are merely passive reflections of adverse developments on the real side of the economy and therefore do not require special attention. But such a view is, in our opinion, unsupportable: First, it ignores the central allocative role played by the financial system in modern capitalist economies. Second, as a matter of theory, it appears impossible to explain why we have institutions such as noncontingent debt and bankruptcy (as opposed to Arrow-Debreu contingent contracts) without invoking asymmetric information or similar factors; such considerations having been admitted, however, there is a strong presumption that they will constrain the set of equilibria attainable by the economy. Thus, financial factors should indeed " matter," ie, affect real outcomes. This paper develops a theoretical model in which financial conditions are not merely a "sideshow" to real activity but play a role in both the initiation and propagation of economic cycles.
w3515|It is no accident that the era in which European economic growth took off is called the Industrial Revolution. Blanqui [1837], first to use the phrase in print, identified its beginnings in the invention and spread of those "two machines, henceforth immortal, the steam engine and the cotton-spinning fiwater frame]." Ever since, qualitative historical discussions of growth have emphasized the role of machinery investment in augmenting labor power. Landes' [1969] statement that "the machine is at the heart of the new economic civilization" is typical of accounts that have assigned a central role to mechanization. Technology embodied in machinery has been, as Mokyr [1990] says, "the lever of riches." Yet at least until recently modem quantitative studies of economic growth have tended to downplay the role of mechanization.
w8750|Corporate investment and the stock market are positively correlated, both in the time series and in the cross-section. The traditional explanation for this relationship is that stock prices rationally reflect the marginal product of capital. This is the usual interpretation given to the relationship between investment and Tobin's Q, for example, as in Tobin (1969) and von Furstenberg (1977). Keynes (1936) suggests a very different explanation. He argues that stock prices contain an important element of irrationality. As a result, the effective cost of external equity sometimes diverges from the cost of other forms of capital.
w13878|It has long been recognized that having a press that actively covers politics is essential for democratic governance. Informed voters are better able to hold elected offcials accountable for their policy decisions, and most people get their information via the media. Frequently, however, an active press is missing from the political stage.
w15502|Unless cast in platinum and covered with diamonds, as in the case of a 2007 Damien Hirst sculpture, a work of art has little intrinsic value. Nevertheless, works of art from time to time have fetched shockingly high prices, at least from the perspective of ordinary wage earners. The highest prices have been paid for creations of deceased artists, but also living artists  Hirst being the exemplar  have commanded multi­million dollar (or pound) sums for their work. The inelastic supply in the art market makes the demand for art 'the only meaningful driver of investment returns' (Mandel, 2009).
w4158|One of the most striking features of the primary and secondary public education system in the US is the large disparity in spending per student across districts.'" As Table 1 illustrates for jurisdictions in several states, spending per pupil can vary by as much as a factor of two even across nearby communities. It is not really surprising that this is so. Given that a substantial proportion of the expenditures on public education is financed at the local level (approximately 45%), the differences in expenditures per student reflect, in large part, the realities of the US income distribution and its allocation across states and neighborhoods.
w5430|According to the 1994 Statistical Abstract of the United States, metropolitan statistical areas (MSAs) have 18% more crime than other American cities and 200% more crime than rural areas.1 For violent crimes, MSAs have 79% more crime than urban areas not in MSAs and almost 300% more crime than rural areas. New York and Los Angeles have crime rates that are approximately four times higher than the crime rates of metropolitan statistical areas as a whole and have violent crime rates that are more than 2.5 times the violent crime rates of all MSAs.
w1182|This paper specifies and estimates a four-equation disequilibrium model of the consumption goods market in a centrally planned economy (CPE). The data are from Poland for the period 1955-1980, but the analysis is more general and will be applied to other CPEs as soon as the appropriate data sets are complete. The work reported here is based on the previous papers of Portes and Winter (1980) and Charemza and Quandt (1982), referred to below as P-W and C-Q.
w11825|For most of history soldiers captured by the enemy were either slaughtered or enslaved to die quickly in a mine or galley ship or other lethal place. The concept of prisoners of war developed during the seventeenth and eighteenth centuries both because of Enlightenment ideas and because the mercenaries widely used by seventeenth century armies sought to save their own lives. During the Napoleonic Wars, the first to employ mass conscription, captured troops were often kept in prison camps and later exchanged. The first total war, the American Civil War, saw the first formal code of conduct for dealing with prisoners of war, drawn up in 1863 at President Lincoln’s request.
w2708|Virtually every country that experienced rapid growth of productivity and living standards over the last 200 years has done so by industrializing. Countries that have successfully industrialized---turned to production of manufactures taking advantage of scale economies---are the ones that grew rich, be they 18th-century Britain or 20th-century Korea and Japan. Yet despite the evident gains from industrialization, and the success of many countries in achieving it, numerous other countries remain unindustrialized and poor. What is it that allows some but not other countries to industrialize? And can government intervention accelerate the process? Of the many causes of lack of growth of underdeveloped countries, a particularly important and frequently discussed constraint on industrialization is the small size of the domestic market.
w3062|The problem of optimal public enforcement of law -- the problem of selecting probabilities and magnitudes of sanctions that best deter violations -- is examined here in a model in which two types of enforcement effort, specific and general, are distinguished. By specific enforcement effort. I mean activity devoted to apprehending and penalizing individuals who have committed a single type of harmful act. The activity of an employee of a traffic department whose sole duty is to ticket people for overtime parking exemplifies specific enforcement effort; so does, typically, investigative or prosecutorial effort made after the commission of a harmful act, for such effort by its nature concerns a single act. In contrast, general enforcement effort is activity affecting the likelihood of apprehension of individuals who have committed any of a range of harmful acts. A policeman on the beat, for instance, is able to apprehend many types of violators of law, from those who shoplift, to those who engage in assault, to those who commit murder. Whenever an enforcement agent's activity naturally allows him to detect different types of violators, the i enforcement activity is what is called here general.
w4715|Over 35 percent of Argentina's population is concentrated in Buenos Aires, a city of 12 million inhabitants. What is it about countries such as Argentina, Japan and Mexico that justifies their urban concentration when die United States' largest city contains only 6 percent of its population? We investigate the causes of urban primacy using evidence from a cross-section of 85 modern countries and five case studies (classical Rome, 1650 London, 1700 Edo, Buenos Aires in 1900 and Mexico City today). We find that concentration in the nation's largest city falls with total population and with the share of labor employed in agriculture. As predicted by Kwgman and Livas [1992], countries with high shares of trade in GDP, or low tariff barriers (even holding trade levels constant), rarely have their population concentrated in a single city. Urban centralization also foils with the development of transportation networks. But political forces, even more than economic factors, drive urban centralization: dictatorships cause concentration in a single metropolis.
w15049|In the popular press and much of the business community it continues to be an article of faith that 'consumer confidence' has an important role  both prognostic and causal  in macroeconomics. On the other hand, the stance of the rather limited academic literature on confidence is far more ambiguous. The judgments range from the conclusion that confidence measures have an important role both in prediction and understanding the cause of business cycles, to the view that they contain important information but have little role in the assignment of causality, to the verdict that they have no value even in forecasting. There are, broadly speaking, two contrasting approaches to the role of confidence in macroeconomics. The first, which we will refer to as the 'animal spirits' view, posits autonomous fluctuations in beliefs and consumption that in turn have causal effects on economic activity. In the proceedings of a symposium on the causes of the 1990-1991 recession, both Hall (1993) and Blanchard (1993) regard exogenous movements in consumption as a cause of business cycles.1 Indeed, Blanchard proposes that the cause of the recession was a powerful, long-lasting negative consumption shock associated with an exogenous shift in pessimism that had a causal effect on consumption and overall aggregate demand. While not fully pursuing the idea in his brief paper, Blanchard proposes that one might be able to test this hypothesis on the basis of the observation that such an exogenous shift in pessimism ought to have only temporary effects on consumption.2 The second view of confidence  what we will call the 'information view'  suggests that a relationship between innovations in measures of consumer confidence and subsequent macroeconomic activity arises because confidence measures contain fundamental information about the current and future states of the economy. For example, Cochrane (1994b) proposes that consumption surprises proxy for news that consumers receive about future productivity that does not otherwise show up in econometricians' information sets. His attempt to reconcile VAR evidence with theory closely anticipates the 'news approach to business cycles' of Beaudry and Portier (2004, 2006). They analyze models where agents become aware of changes in future productivity orthogonal to current productivity, and argue that stock price innovations proxy for future technological improvement not reflected in current technology. The 'information view' of confidence supposes that confidence innovations might contain similar information. 1 In an interesting but almost forgotten early contribution, Hall (1986)  partially repudiating Hall (1978)  argues that an important fraction of the random walk in consumption comes not from the expectational surprise in the Euler equation but from a second disturbance that he has more recently referred to as 'spontaneous consumption'.
w12334|In response to a recent antitrust lawsuit against the National Residency Matching Program, Bulow and Levin (forthcoming) show that when firms set impersonal salaries simultaneously, before matching with workers, then such a match leads to lower aggregate wages compared to any competitive outcome. Crawford (forthcoming) shows that this concern can be addressed by incorporating ﬂexible salaries in the centralized match, that is, the possibility for each position to have more than one potential salary, with the final salary to be determined together with the worker-firm pairing. This builds on earlier work that shows that a match in which each position can have a large number of contracts, which I will call a multiple contract match, allows for competitive outcomes (Crawford and Knoer 1981; Kelso and Crawford, 1982, Roth 1984b, and see also, Hatfield and Milgrom 2005).
w4244|Economists have proposed numerous theories designed to explain corporate dividend policy. Different views about dividend policy lead to strikingly different conclusions about issues such as the cost of capital and the effects of tax policy. It is, therefore, important to distinguish between these theories on the basis of empirical evidence. Unfortunately, this task has proven difficult. In an attempt to test various theories of corporate dividend policy, Poterba and Summers [1983, 1984, 1985] assembled evidence on the relative market value of dividends and capital gains, the effect of dividend taxation on dividend payout, and the effect of dividend taxation on investment. Their evaluation of this evidence was favorable to a "traditional view" of dividends, in which firms derive an advantage from the payment of dividends, and where this advantage is reflected in market value.
w7158|Small-group decisions are ubiquitous for decisions under uncertainty. Judgment by a jury of one's peers, not by a single person, is the hallmark of the American criminal justice system. Committees recommend hiring and tenure decisions, are essential for project and investment undertakings in business firms, and are used for many administrative decisions in all organizations. Group evaluations bring different points of view to bear on a question. They allow the pooling of information that is not otherwise available to a single decision-maker. But conflict among committee members limits the possibilities for information pooling.
w3989|For the last twenty years an important goal of financial research has been to generalize the insights of the simple one-period Capital Asset Pricing Model (CAPM) to a multi-period setting. Such a generalization is difficult to achieve because the multi-period consumption and portfolio choice problem is inherently nonlinear. A complete solution is obtained by combining the consumer's Euler equation with the intertemporal budget constraint, but the budget constraint is a nonlinear equation except in very special cases. In response to this difficulty Merton (1969, 1971, 1973) suggested reformulating the consumption and portfolio choice problem in continuous time. Doing this in effect linearizes by taking the decision interval as infinitely small, so that the model becomes linear over this interval. But this kind of linearity is only local, so it does not allow one easily to study longer-run aspects of intertemporal asset pricing theory. In this paper I take a different approach. Instead of assuming that the time interval is small, I assume that variation in the consumption-wealth ratio is small.
w7805|I encourage potential readers of this paper to first put it down for two minutes and thumb through a thirty- or forty-year-old issue of an economics journal. I anticipate that this will convey much better than I can how dramatically economics papers have changed over the last few decades. Papers today are much longer.1 They have longer introductions.2 They have more sections discussing extensions of the main results. They have more references.3 The process by which papers get published has also changed dramatically. Around 1960 the Quarterly Journal of Economics reserved the "revise-and-resubmit" option for five or so special cases per year.
t0276|Diffusion models, and their extensions such as jump-diffusions and Markov models driven by LØvy processes, are essential tools for much of theoretical asset pricing. Estimating these models from discrete time observations has become in recent years an active area of research in econometrics and statistics. Beyond the choice of inference strategy, an important debate in this area concerns the question of what sampling scheme to use, if a choice is available, and in any event what to do with the sampling times. The most straightforward thing to do, in accordance with the usual low-frequency data collection procedures in finance, is to view the sampling as occurring at fixed discrete time intervals, such as a day or a week. In many circumstances, however, this is not realistic.
w2850|Investment in highly indebted countries (HICs) has fallen dramatically in this decade, from 25.2 percent of gross domestic product in 1980 to 17.2 percent in 1984, rebounding only to 19.6 percent in 1987. 1 Over the same period, net capital flows have sharply reversed so that most HICs are now making interest payments in excess of new borrowing. Given their failure to grow over the past decade, there is now a widespread view that the HICs will never pay their debts in full; HIC bank loans trade in the secondary market at large discounts to par. 2 Recently, many countries have tried to alleviate their debt burdens either by repurchasing part of their debt at discount or by engaging in debt-equity swaps. Mexico, Chile, and Bolivia have already conducted debt repurchases, and Costa Rica is considering one. Debt-equity swaps have been tried to varying degrees by most of the major debtor countries. In a debt-equity swap, a foreign investor purchases debt on the secondary market and swaps it with the debtor country in exchange for direct foreign investment (that is, physical investment in the debtor country). Using swaps, Brazil may have cut its $120 billion foreign debt by as much as $6 billion in 198S alone. Chile has retired $4.2 billion through swaps and other mechanisms since the end of 1984, reducing its bank debt outstanding by more than 36 percent.
w10132|The ability to attract external financing is crucial for the creation of new firms and the expansion of existing ones. For that reason the nature of the financial arrangements between investors and entrepreneurs has important consequences for the growth of firms. One important issue in financial con- tracting is enforceability, that is, the ability of each side to repudiate the contract. This is especially important because projects often involve specific entrepreneurial expertise and might be worth less to investors without the services of managers who initiated them. At the same time the development of such projects may provide managers with experience that is extremely valuable for starting new projects. Contractual arrangements that are motivated by limited enforceability are most likely to be important for firms that are small, young and invest in assets that cannot be used as collateral. Albuquerque and Hopenhayn (1997) have shown that these considerations can help to explain some of the growth characteristics of small and young firms.
w6606|Recent events in Asia must have convinced anyone who still needed convincing that financial crises in emerging markets must be a major priority for research in economics. Economies that until recently had been hailed as paragons of good macroeconomic management suddenly find themselves mired in a massive collapse of asset prices and economic activity. This situation is unprecedented in scope, but not kind. Other financial melt downs, particularly in Chile in 1982 and in Mexico in 1994, were just as surprising to observers and just as difficult to rationalize using standard models.1 A model that provides a useful formalization of this phenomenon must have the following features: 1. It must not rely on government misbehavior to generate the crisis.
w7864|Over the past ten to fifteen years, OECD governments have taken enormous strides in mitigating the "commitment" problem in monetary policy and, as a result, world-wide inflation rates have dropped dramatically. Nowadays, academic discussions of optimal monetary policy increasingly focus on old-fashioned stabilization considerations, rather than anti-inflation credibility.1 The international dimensions of monetary stabilization, however, have largely been ignored. Is it a problem that countries design their rule-based domestic monetary institutions unilaterally, ignoring international spillover effects? Is it possible that the current system produces, say, excessive attention to inflation stabilization and inadequate attention to output stabilization, when viewed from a global perspective? We are not the first to address this question.
w0756|The validity of the permanent income-life cycle hypothesis (PIH) as an explanation of consumer spending is an important issue in macroeconomics.1 Since this hypothesis was posed (separately) by Friedman 2 (1957) and by Modigliani , it has been frequently put to empirical 3 test. Evidence both pro and con has been advanced. Recently, this question has been illuminated by the realization that the hypothesis of rational expectations, in conjunction with the PIH, imposes strong restrictions on the stochastic properties of consumption conditional on income. In pioneering articles, Hall (1978) and Sargent (1978) used these restrictions to test the joint rational expectations - permanent income hypothesis in the US time series data. Flavin (forthcoming) has shown that, properly interpreted, the Hall and Sargent papers concur in rejecting the joint hypothesis. Noting the relatively low power of time series tests, Hall and Mishkin (forthcoming) followed by applying these methods (and several 4 innovations) in panel data. The results of their analysis of the relation of food consumption to income change were ambiguous; the PIH could not be clearly accepted or rejected. One feature of this recent research has been the small amount of attention paid to the durables component of consumer expenditure: Of the papers mentioned, only Sargent's does not completely eliminate durables from the measure of consumption. The reason for this neglect is that the theory, as developed, is a predictor of actual consumption; what is observed, however, is not consumption but expenditure.
w9295|The descriptive accounts of the media industry (Mencken 1975, Goldberg 2002), as well as journalism textbooks (Jamieson and Campbell 2002) recognize that media outlets do not just report plain facts. One commonly noted bias in reporting is ideological. During President Clinton's impeachment trial, the right-leaning media supported impeachment, arguing that even a small lie in a civil deposition constitutes a major crime. The left-leaning media, in contrast, saw the trial as a witch-hunt, treating the very same violations condemned by the conservative press as trivial. Another, perhaps less commonly noted, bias is not ideological at all, but rather results from the need to tell a memorable story. Thus both the conservative and the liberal media condemned Wen Ho Lee as a Chinese spy, without entertaining the possibility that he was scape-goated by dishonest officials. The media were surely biased, and probably wrong. In this paper, we draw a sharp analytical distinction between these two kinds of biased reporting. We call the traditional left or right bias ideology, and the less traditional bias - one based on the need to tell a story - spin. We see ideology as coming directly from the preferences of either editors or reporters. For example, left wing newspapers may simply prefer to report news one way.
w8203|Like other countries that rely on the income tax as a source of revenue, the United States distinguishes between corporations and individuals. US corporations and individuals face separate tax schedules and different rules regarding income and deductions. Under this classical system of corporate taxation, there is limited coordination, or integration, of the two tax systems: taxes on shareholders are assessed independently of the taxes on the corporations they own. By contrast, many other countries have attempted to effect some form of integration of corporate and individual income taxes. However, even in these countries, adjustments have taken the form of partial measures, leaving the corporation income tax with independent effects. Through the years, economists have devoted considerable effort to understanding the incidence of a distinct corporation income tax and its impact on the investment and financial decisions of firms.
w4163|In his celebrated treatise on the "leisure class," Thorstein Veblen [1899] argued that wealthy individuals often consume highly conspicuous goods and services in order to advertise their wealth, thereby achieving greater social status. Veblen's writings have spawned a significant body of research on "prestige" or "status" goods.1 It is readily apparent that the desire for prestige continues to influence the demand for certain consumer products. The automobile industry provides several examples. A recent article in the Wall Street Journal noted that "a BMW in every driveway might thrill investors in the short run but ultimately could dissipate the prestige that lures buyers to these luxury cars" (Aeppel [1992]). In contrast, Suburu attempts to combat the prestige factor; its recent advertisements suggest that "if your car improves your standing with your neighbors then you live among snobs.
w5816|One measure of progress in empirical econometrics is the frequency of data used. Upon entering Graduate School, I learned that my thesis supervisor, TC Liu, had just broken the sound barrier by estimating the first quarterly model of the US economy in Liu(1964). Shortly thereafter, he doubled the feat by publishing a monthly macro model, Liu(1969) I've not yet seen a weekly model of the macroeconomy but I suspect there may be some in both government and private sector research groups. In finance a similar transition has lead from the analysis of annual data to monthly data, to weekly data, to daily data and now there is great interest in intradaily models. In each case, much of the movement to higher frequency econometrics was a consequence of the availablility of higher frequency measurements of the economy. It is natural to suppose that this will continue and we will have ever increasing frequencies of observations. However, a moment's reflection will reveal that this is not the case. The limit in nearly all cases, is achieved when all transactions are recorded.
w4389|This paper is about testing a relatively new theory of international trade. The life cycle of trade theories seems to progress as follows. First, some brilliant theorists, say Eli Heckscher and Bertil Ohlin (1991 translation), arrive at a new theory explaining international trade flows. After a while, someone comes along, say Wassily Leontief (1953). and tests the theory, finds that it doesn't do exceptionally well, and leaves matters generally mucked up. Later, someone else, say Edward Learner (1984, 1987). comes along and sets matters straight Maybe the theory works, maybe it does not, but by the time Learner was done, trade economists more or less knew why the theory did or did not find support in the data If those are the three steps in the life cycle of international trade theories, this paper is part of the second stage. This time around the theory tested is that of monopolistic competition and international trade. Instead of Heckscher and Ohlin, we have Elhanan Helpman and Paul Krugman. In this paper, we point out some puzzles and paradoxes. We do not provide many answers. At best, we pave the way for the third stage of the theory's life cycle. At worst, we leave matters confused and unsettled. Uiere is a long and distinguished literature examining the theory of international trade and monopolistic competition. The first papers were by Krugman (1979 and 1981) and Lancaster(19S0).
